name,english
215259_9,so if i were to go see this full price i i stutter would not recommend it umm
215318_0,hi expo tv this is rachel
215318_1,expo tv this is rachel today i'm going to be
215318_10,saldana also has dan and kim in it umm it does
215318_11,umm it does have a lot of special features if you like spears it's got some music videos umm
215318_12,two of em for overprotective and i'm not a girl i'm not yet a woman
215318_13,seven deleted scenes a sing along with a karaoke version of some of her songs umm a crossroads
215318_14,songs umm a crossroads through photo gallery
215318_15,lots of special features but an awful movie i give it
215318_2,is rachel today i'm going to be reviewing the movie crossroads if
215318_3,crossroads if you think spears is bad now you haven't seen this movie it's
215318_4,this movie it's awful it's
215318_5,it's about three girls in high school
215318_6,umm they're getting ready to graduate and go their separate ways they were best
215318_7,ways they were best friends when they were younger and now they've gone their separate ways and they've come back together and they're going on a road trip
215318_8,umm awful awful acting obviously
215318_9,acting obviously starring spears umm manning and zoe saldana also
216007_0,hi i'm liz
216007_1,hi i'm liz and i'm here to talk to you about the guide to the galaxy based on the beloved series of books by douglas adams may he rest in peace
216007_10,adams fan you haven't you know read all the books and seen the movie
216007_11,to really feel what it was they got wrong there's just a feeling missing everything
216007_12,missing everything that he intended and all these sort of umm jokes that he meant to be funny in a particular way just aren't the same and they've added a lot of their own jokes that are funny in a very different way not not stutter what he would have wanted umm
216007_13,it's not a great adaptation is it a good
216007_14,adaptation is it a good movie i suppose it's kind of amusing in its own way but it's not a good adaptation of the story and i
216007_15,story and i think the greatest example of that is the line at the very end when alan rickman as the robot says they're stutter heading to the restaurant at the end of the universe which is the name of the second the second stutter novel in the series and is an actual setting in the novel
216007_16,and he says not that anyone cares or asked me or whatever but the restaurant is at the other end of the universe
216007_17,the restaurant was not even if you casually read douglas adams you know the restaurant is not at the physical end of the universe it's at the temporal end of the universe it's
216007_18,it's a place where you can go utilizing time travel you can go to this particular point in time at just the point the universe ends and watch it end and that's
216007_19,end and that's sort of the main attraction of the restaurant it's like their
216007_2,umm i'm not entirely convinced that the people who made this movie understood the books at all
216007_20,the restaurant it's like their evening show
